2017-10-01,2018-01-15,2018-08-15,2018-12-31,2019-03-29,2019-07-15,2019-11-29,2020-02-01,2020-06-12,2020-10-30,2021-02-15,2021-06-22,2021-10-19,2022-02-18
,,,,,,,1872.16,,1892,1459.87,,1302.32,
2201.08,1128.06,,2284.28,2022.13,610.03,2038.25,2226,,-41,,,,
,,,,,,,,,,,18514.38,,
,,,,,,,2215.87,1852,,202.13,,,
,,,,,,846.87,614.58,,,,,,
,,,,,,1843.25,1836,1582,2047.75,3379.64,1661.6,1908.6,1713.01
,,,,,,1902.17,1701.32,1497.32,1182.68,2030.6,1526.84,2992.6,2791.75
,,,,,3378.05,,1778,,1978.56,913.41,664.13,1414.41,2015.79
,,,,,,4067,,,,,,,
,,,,,,4436,,,,1446.92,,,
,,,,,,,1153,,1343,323,,1106,594
,,,,,,492.83,851,,,,,,
,,,,,,,,,,841.97,,1140.68,
,,,,,,1539,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,2004.47,,646.8,440.43,,,
,,,,,,,,,,,,,
,1126.92,,,,,,,,,,,,
,,,,,,922.45,922.45,,,,,,
,,,,,,,1701.78,738.72,,,,,
,,,,,,2008.94,1648,1604,2508.23,1613.96,1613.96,2598.16,2425.66
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1253.97,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1750.26,3081,,,,2566,,
,,,,,,,12775.5,876.54,,,,,
,,,,,,,,,,,,,
,,,,,,1685.93,,,,,,,
,,,,,,,,,,,,,
,,,,,,1843.25,1648,,1873.78,1613.96,,2471.95,
,,,,,,2542,,200,2350.92,2550.92,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,2882,,,,,
,,,,,,,,,2398.31,1909.86,1231.25,,
,,,,,,1226.28,766,,,,,,
,,,,,,446.62,591,,,-1037.64,,209,209
,,,,,,634.2,634.2,758,,,,,
,,,1693.15,1693.15,431.35,1301.9,,439.86,926.67,574.99,,,
,,,,,,,,,,,,50.68,
,,,,,,3464,3506,,,,,,
,,,,,,,,,,,,,
,,,,,,2477.98,1965.79,1472.36,1409.24,1683.09,725.51,1552.13,1346.48
,,,,,,806.87,1371.45,,870.08,1160.16,,,
,,,,,,2313.17,3144,,1633,,,1359,1241
,,,,,,2885.25,3664.49,,,,,,
,,,,,,1663.28,922.45,,1695.74,1445.74,,,
,,,,,,674.11,,,,,,,
,1625.12,,1903.03,,,,,,,,,,
,,,,,,,846.87,,1427.7,575.08,,,
,,,,,,,,,,,,,
,,,,,,6018,,6018,,,,,
,,,,,,2674.32,1640,,,,,,
,,,,,,,1182.23,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,1061,,,,,,
,,,,,,3080.12,3622.64,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1409.15,752,,1366.75,1171.16,667.81,227.02,
,,,,,,1460.76,1140,252,1855.16,1839.66,,1549.28,
,,,,,,743.01,,,,,,,
,,,,,,1548.16,1333.16,1108.62,1266.62,1300.16,862.62,1792.1,2033.7
,,,,,,1548.16,1172.01,1370.91,1534.16,1656.88,287.54,,
,,,,,,,,,,1391.61,438.78,1494.7,1574.6
,,,,,,,,,,,,,
,,,,,,1962.9,1885,,1952,3336,,1411.5,1411.5
,,,,,,4605,,,,,,,
,,,,,,,,,,,,,
,,,,,,2542.28,2042,,2570.48,2060.48,559.32,2479.36,1716.62
,,,,,,2458.83,,,,,,,
,,,,,,,,,,,,,
,,,,,0,2748,2845.43,509.3,2787.75,2774.94,519.32,,1244.34
,,,787.26,737.26,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,2885.25,2810.06,1820,2470.39,2400.89,2447.33,3866.72,2617.79
,,,,,,,1254.73,391,,440.43,767.08,1550.61,1213.91
,,,,,,1504.73,1254.73,,773.44,1112.32,767.08,,825.11
,,,,,,,1172,,1129.57,1766.99,,1908.6,1218.36
,,,,,,16304,,,,,,,
,,,,730,,1865.49,,,2278.12,2350.52,,,1723.88
,,,,,,2219.82,568.1,739.07,1312,739.07,391.54,1140.68,1450.21
,,,,,,1504.73,1420.87,1050,1362.32,1112.32,1105.96,1550.61,1473.34
,,,,,,,,,,,,,
,,,,,,1663.13,1303.13,,2760.89,1529.38,,2977.79,2025.17
,,,,,,1891.94,1728,,2529.95,1773.98,2203.1,1677.92,1703.54
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,6371,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,5711.24,195.59,,,
,,,,,,,,,,,,,
,,,,,0,3967.28,,,-287.98,,,,
,,,,,,1504.73,1420.87,,1362.32,1112.32,,1550.61,
1507.48,1040.36,,,,,,,,,,,,
,,,,,,,716,,664.13,266.6,599.9,851.93,
,,,,,,,3462,,1680.66,,,,
,,,,,,1866.88,,,,,,725.45,725.45
,,,,,,,,,,,,,
,,,,,,10500.15,276,,5611.02,3112.06,346.8,,
,,,,,,,,,,,,2695.69,
,,,,,,1937.37,1254.73,,,,,,3349.88
,,,,,,,,,,,,,
,,,,,,2598.98,689,-667.82,,,,,
,1712.94,,1261,582.25,221.45,477.01,479,,,,,,
,,,,,,,,,,,,,
,,,,,,1937.37,1475.97,1155,,881.24,434.07,955.16,1805.45
,,,,,,,,,,,,,
,,,,,,,,,,,,,1322.52
,,,,,,1637.23,2650.46,978,1608.75,2143.08,,,
,,,,,,4103,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,2783.4,-2742,,,,,,
,,,,,,,5938.37,0,,,849.65,2333.87,592.44
,,,,,,,,,,,,,
,,,,,,,,1115,,,,,
,,,,,,4489.15,,,,,,,
,,,,,,,2690.13,0,2462.61,,,2809.51,
,,,,,,1452.79,,710.7,711,,,,
,,,,,,,,,,,,,
,,,,,,947.39,1392,,1685.06,1898.61,1564.41,2031.83,
,,,,,,,,,,,,,
,,,,,,2885.25,2525.25,1820,2760.89,2400.89,,2088.86,1349.4
,,,,,,,,,,,,,
,,,,,,1508.07,1628,455,1632,2375,395,1261,1099
,,,,,,5873,,,,,,,
,,,,,,,,,,,,,
,,,,,,1756.72,1508.72,,1040,1858.61,1423.11,1810.76,
,,,,,,,,,,,,,
,,,,,,1504.73,1687.37,-123,,,,2708.62,
,,,,,,,,,692,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,358.08,1195.84
,,,,,,,,,,,,,
,,,,,,1527,2370,2061,,1433.62,,,
,,,,,,2597.08,,,,,,,
,,,,,,3208,3689,1656,1712.23,1652.96,3215.74,2286.35,537.65
,,,,,,1442,,,,,,,
,,,,,0,758.84,914,,,,,,
,,,,,,862.76,,,,,,,
,,,,,,,493,,,,,,
,,,,,,5407.61,,,977.05,,,,
,,,,,,3242.25,2325,,,,,,
,,,,,,,,,,,,,
,6043.76,,,,,,2515,,3030.27,3180.32,,2598.05,
,,,,,,3844.67,103.39,-37.5,,,,2503.83,2173
,,,,,,3376.45,3127,,,,,,3515.78
,,,,,,923,922.45,,837.64,773.44,,,
,,,,,,2357.41,618.8,1073.46,2467.21,381.96,627.05,2272.1,
,,,,,,605.91,745,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1937.37,,,,,,,
,,,,,,,5513.12,,,,,,
,,,,,,477.01,,,,,,,
,,,,,,431.93,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,665.8,,,,,,,
,,,,,,759.84,759.84,759.84,799.98,775.18,663.25,725.48,725.48
,,,,,,1569.66,895,952.36,1129.9,880.54,,887.65,852.65
,,,,,,1676.41,1809,,3196,3564,,1808,
,,,,,,,608.65,-421.1,,,,,
,,,,,,2408.55,2160.55,,1923.71,,,,
,,,,,,922.45,1254.73,1271,1362.32,1445.74,,442.21,1279.31
,,,,,,,,,,,,,
,,,,,,1430.14,,,,,,,
,,,,,,,,,13364.26,,,7190.89,
,,,,,,,,,,,,,
,,,,,,,,,,,,2832.55,2284.57
,,,,,,12339.01,,9143,,,,,
,,,,,,,,,,1081,,,
,,,,,,,,,,,,,
,,,,,,595.93,,,,,,,
,,,,,,,2600,,2933,2711.92,108.21,3025.35,2078.53
,,,,,,,534,,,,,,
,,,,,,1933.93,2189.54,716.11,1956.5,2230.88,481.74,1996.27,1748.27
,,,,,,,,,1674.75,1106.93,,,7705.28
,,,,,,3532.77,1964.15,,2787.68,2787.74,2070.28,3580.03,2467.98
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,2529.04,,,,,,,
,,,,,,2221.1,2518.6,2338.16,-41,,,,
,,,,,,,,,864.28,864.28,,1494.7,1574.6
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,484.28,,,,
,,,,,,,1343,,1669.31,830.76,,1123.58,
,,,,,,,1254.73,,1475.28,1112.32,,1550.61,1300.61
,,,,,,1897.59,2671.54,,,,,,
,,,,,,2014.44,,459.28,,961.82,,936.82,
,,,,,,4473.72,3923.84,,3913.28,404.14,411.46,769.96,
,,,,,,,3723,,753.01,755.04,,,
,,,,,,,3121.99,1251.15,4495.07,3438.05,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,539.78,,726,,,967.28,
,,,,,,,,,,,,,
,,,,,,,2350.44,0,,,,,
,,,,,,,,,,,,,
,,,,,0,480.36,1003.31,204,1305.68,,1023.08,,730.5
,,,,,,5552.66,,,0,,,,
,,,,,,,,,,,,,
,,,,,,6551,,,6573,,,,
,,,,,,4318,,,,,,,
,,,,,,,,,5090.05,,,,
,,,,,,1907.39,1190,,968.31,1338.41,,845.58,1423.73
,,,,,,1150.59,1151,1107,2316.58,,2213.86,2425.77,1713.01
,,,,,,2340.32,1707,44,1809.55,1782.97,,1908.6,1713.01
,,,,,,3006.59,2767.93,681,2822.78,1881.77,366.32,2448.32,2025.17
,,,,,,6573,,,,2346.96,,7666.9,7333
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,107.29,,,,
,,,,,,,1185.74,1039.65,382,,,,
,,,,,,,,,,,13050.57,,
,,,,,,3976.37,3582.5,,3148.16,2402.09,-12.64,,
,,,,,,,,,,,,,
,,,,,,,301,,4515.86,,308.25,,
,,,,,,2501.41,2461.28,,2532.34,2744.51,-14.58,1194.39,1814.69
,,,,,,,875,,,,,1332.19,138.53
,,,,,,,,,,,,,
,,,,,,,4453.24,0,2161.16,1281.73,1897.42,2253.31,
,,,,,,2695,2686,,1876.47,1592.31,,1954.78,1908.49
,,,,,,2408.55,2160.55,,,,,,
,,,,,,739.73,-170.89,716.11,,755.7,1510.74,1242.27,
,,,,,0,0,,,,,720.17,529.65,
,,,,,,,,,2788,2867.51,961.81,-815.16,
,,,,,,,,,,,,,
,,,,,,1436.13,,,,,,,
,,,,,,1456.18,1355,-1133,,,,,
,,,,,,,3497.52,245.05,1626.99,2042.1,,477.77,1346.32
,,,,,,1815.36,2029,,1191.5,,,,
,,,,,0,0,,,,,,,
,,,,,,,,,,,,2855.92,
,,,,,,,3331,,1282.94,2357.95,,1071.29,1071.29
,,,,,,,4522,,,,,,
,,,,,,6423,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,2598.04,,2867.04,2676.22,,,
,,807.8,,,,,,,,,,,
,,,,,,5251.74,,,,,,,
,,,,,,,,,,,,,
,,,,,,2351.13,2028,,2732.25,3278.62,,3987.08,
,,,,,,,1575.79,,,,,,
,,,,,,,309.43,,,,,,
,,,,,,,,,,,,,
,,,,,,,2525.25,,2179.88,3562.91,631.05,3274.1,2617.79
466.51,,441.51,,,,,,459.28,,,,,
,,,,,,,608.06,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1651.15,,,,,,,,,,,,
,,,,,,,5379,1604,1809.55,1613.96,1187.47,2435.77,2330.18
,,,,,,1305.46,1104,,1174.11,1125.06,,,
,,,,,,,5316.14,,,,,,
,,,,,,,,,,,,,
,,,,,,,1877.84,,2425.59,2109.52,904.9,,
,,,,,,573.16,1689,,,,,,
,,,,,,,,,,,,,
,,,,,,,4998,,,,1355.2,,
,,,,,,,2646.59,681.33,2303.66,2524.67,,-752.12,2151.47
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,Last attended 12/19,,,,
,,,,,,,3619.86,,1956.5,1717.25,-8.75,,
,,,,,,1375.26,1283,625,2044.91,1833.66,,2076.98,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,5398.26,7081,,,,,,
,,,,,,1574.56,994,,715.31,886.86,,1363.88,960.48
,,,,,,,2663.78,,,,,,
,,,,,0,2396,2683.95,,2180.45,2207.6,2527.9,2665.96,2959.71
,,,,,,,1855.61,,,,,,
,,,,,,,1718,,,,,,
,,,,,,,,,1695.74,1692.44,,1890.52,1805.45
,,,1903.03,2148.83,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,630.12,422.46,1746.65,1195,430.1,1501.26,1056,343,1495.16,1125.06,1174.86,945.63,1669.73
,,,,,,,,,,,,,
,,,,,,,4981,1416,2744.72,2038.65,2838.43,2659.73,2824.31
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,667.83,851,,1635.56,1472.01,937.56,,
,,,,,,,6815,,,,,,
,,,,,0,1902,1701.32,,1676.69,,,1971.58,
,,,,,,4866,,,,,,,
,4348.23,,1995.19,1617.16,1129.84,1843.25,2151,2104,2406.14,1828.24,645.17,2425.77,2230.18
,,,,,,,1718,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,7323,,,,,,,
,,,,,,2221.1,2944.71,2338.16,-41,,2569.25,,
,,,,,,,,,1908,,,,
,,,,,,,922.45,,1362.32,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,5192,,,,,
,,,,,,,1581.67,758,1524.02,1509.94,831.28,2302.83,1415.76
,,,,,0,0,,,1694.76,1895.61,,1942.01,1971.58
,,,,,,,4366,2101,2823.61,2692.06,1655.36,1749.05,678.67
,,,,,,,,,,,,,
,,,,,0,0,1933.48,,-51,,,,
,,,,,,,,,,,,,
,,,,,,,,,7346.53,4112.84,-1905.28,2998.41,-980
,,,,,,,1140,,,1160,,,
,,,,,,,960,,293.82,587.64,,,
,,,,,,,5240.04,,,,,,
,,,,,,,,,,,,,
,,,,,,,2195.62,-2195.62,619.44,1819.88,631.05,2681.48,1555.4
,,,,,,,40,,,,,,
,,,2992.23,1752.05,,,2323.64,0,2295.32,2603.54,,,
,,,,,,,,159,,,,,
,,,,,,,3057,,,1106.93,,,724.85
,,,,,,,675,,599.9,,45.27,1908.6,1713.01
,,,,,,,1527,,441,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,1012
,,,,,,1955.6,2250,,-22,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,2947,,-200,,
,,,,,,,,,1858.27,,,,
,,,,,,,1089,,,,,,
,,,,,,,,,,,,1754.5,
,,,,,,,3334.88,3563,2760.89,3562.91,,,
,,,,,,,711.27,771.27,,,,,
,,,,,554.32,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,1685.93,,2467.21,2230.88,-11.67,1996.27,1748.27
,,,,,,,922.45,717,,773.44,,615.61,
,,,,,,,1685.93,562.05,521.49,102.64,,,2130.44
,,,,,,,2324,588,1809.55,1636.04,45.27,711.43,249.54
,,,,,,,,,,,,,524.85
,,,,,,,2189.54,1629.18,2467.21,823.33,1001.8,2795.93,2795.93
,,,,,,,,,,,,,
,,,,,,,3615.8,90,,,,,
,,,,,,,889,,,,,,
,1625.12,,,,,,,,,,,,
,,,,,,,1822,,,,,,
,,,,,,,2748.75,978,-529,,,,
,,,,,,,1254.73,,876,,,,
,,,,,,,1254.73,,,,,,607.14
,,,,,0,0,3766.43,,,,,,
,,,,,,,1644,632,1129.57,1106.93,686.21,771.02,688.67
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,1254.73,391,,773.44,,,
,,,,,,,2401.67,550.68,3262.52,,,,
,,,,,,,1718,,75,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,862.76,381.75,826,1155.32,387.84,1140.68,387.84
,,,,,,,,,,,,,13522.21
,,,,,,,,,222.05,,,,
,,,,,,,,,,,,,
,,,,,,,5449.64,1174,2986.18,2986.27,,3332.85,3056.2
,,,,,,,4189.86,-9.1,,,,,
,,,,,,,618.8,,918.56,1738.96,1142.7,1700.46,
,,,,,,,1081,717,773.44,,,,
,,,,,,,,,968.91,1789.46,,2409.48,1721.48
,,,,,,,2597,,,,,,
,,,,,,,,,,,,,
,,,,,,,1246,,4247.45,5494.14,5402.62,5659.24,3227.32
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,827,843.03,,968,142,,2900.09,3031.96,303.87,
,,,,,,,1707.22,,,,,2018.41,
,,,,,,,1151,,665.58,578.25,,851.06,
,,,,,,,158.55,,,,,,
,,,,,,,,,,3387.76,,,
,,,,,,,,,,,,1550.61,
,,,,,,,,1410.41,-41,,,,
,,,,,,,2503,,3264.62,,,,
,,,,,,,,,,,,,
,,,,,,,1360.43,,,,,,
,,,,,,,,,1347,1100.85,,1538.12,1293.72
,,,,,,,,834.9,,,,,
,,,,,,,,1227.77,,1832.3,,,
,,,,,,,2522.18,,2419.99,2357.08,,2632,2576.8
,,,,,,,,4150.76,,,,12962.82,
,,,,,,,3927,,,,,,
,,,4030.94,,,,,,,,,,
,,,,,,,,1478,,1592.3,,,
,,,,,,,5060.55,,-1546.34,2648.72,,,
,,,,,,,,,,,,,
,,,,,,,701,,,,,,
,,,,,,,,,,,,,
,,,,,,,894.26,397.1,397,626.09,,,
,,,,,,,,,,,,1752.18,
,,,,,,,,,,,,,
,,,,,,,1844,282,2579.64,,,,
,,,,,,,,,,3221.9,3632.57,2977.79,3803.03
,,,,,,,1820,,1678.3,1728.56,968.48,,
,,,,,,,698.96,,,,,,
,,,,,,,962.17,,,,,,
,,,,,0,0,1408.16,,-51,,,,
,,,,,,,,4257,2681.49,2673.88,1223.67,3193.1,2025.17
,,,,,,,,,3040,40,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,6573,,6573,,,,
,,,,,,,,,3380.33,1819.88,1223.67,2211.71,2025.17
,,,,,,,2489,-417,1877.97,,,,
,,,,,,,,,1722,1722,,,
,,,,,,,2489,-471,1758,1186.16,,,
,,,,,,,,,1155.65,1099.61,45.27,92.35,
,,,,,,,,,,,,,
,,,,,,,2944.55,0,,,,2201.65,
,,,831.48,831.48,,846.87,1139.16,,,,,,
,,,,,,,,,2374.97,2130.61,1586.37,422.31,2423.3
,,,,,,,,,5004.67,,,,
,,,,,,,1344,,,,,,
,,,,,,,,,,,,,
,,,,,,,2396,,,,,,781
,,,,,,,1685.93,1629.18,,1151.45,-5.83,1194.39,
,,,,,,,,808.58,,,,,
,,,,,,,,,2045.54,1658.54,1636.62,1568.64,1670.5
,,,,,,,,,,,,,
,,,,,,,2105.77,1975.31,2481,2544.98,2408.27,2652.72,2409.32
,,,,,,,,,,,,,
,,,,,,,,1268.98,1424.92,755.32,354.82,1568.67,
,,,,,,,1684,,,,,,
,,,,,,,,,,,,,
,,,,,,,,914.15,1979.6,2399.37,1694.76,1557.33,2272.02
,,,,,,,,2906.95,2180.45,1526.84,,2064.87,1557.33
,,,,,,,,,773.44,773.44,,1723.34,-316.75
,,,,,,,,,2650.85,2366.49,2131.17,2166.45,2401.45
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,3184.85,3028.2,,3252.02,3296.22
,,,,,,,,476,,,,,1366.01
,,,,,,,,,2401.6,,2010.62,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,2077,,,,,
,,,,,,,,1344,1344,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,1300.68,2467.21,2744.51,615.38,2520.1,
,,,,,,,,,,,,2627.39,1858.47
,,,,,,,,,2165.58,534.39,92.68,,
,,,,,,,,541,2585.58,2082.95,718.52,2058.62,2317.05
,,,,,,,,535.7,751,,,,
,,,,,,,,,5336.04,,,,
,,,,,,,,,,844.13,,,
,,,,,,,,,,,,1996.27,272.72
,,,,,,,,,3241.83,1869.3,,,
,,,,,,,,1902.17,468.32,1727.69,1529.84,1728.61,1758.18
,,,,,,,,741.11,,,,,
,,,,,,,,2330.12,,,,,
,,,,,,,,1114.67,784.34,1534.66,754.92,-754.92,
,,,,,,,,200,12992.79,,,,
,,,,,,,,,4588.06,,1321.7,,
,,,,,,,,,,,,,
,,,,,,,,1357,1826.16,,,,
,,,,,,,,,,1440.45,,2656.22,2385.17
,,,,,,,,,,,,,
,,,,,,,,738,1389,1082,462,1307,1907
,,,,,,,,,1397.7,862.62,267.54,287.54,
,,,,,,,,,1665.24,1397.7,,,
,,,,,,,,,2711.84,1832.41,2394.1,2815,
,,,,,,,,,,,,,
,,,,,,,,,4370.51,2215.59,,3004.45,
,,,,,,,,,2428.35,2203.79,599.9,,
,,,,,,,,,5004.67,,,,
,,,,,,,,,2884,3154.22,,3750.77,2981.85
,,,,,,,,,,,,,
,,,,,,,,,2786.41,3332.11,,3452.59,3202.59
,,,,,,,,,,,200,2198.62,2123.62
,,,,,,,,,,,,,
,,,,,,,,,1510.74,631.67,461.35,2362.94,1732.53
,,,,,,,,,2436.45,2030.6,1023.08,1457.74,1256.89
,,,,,,,,1091,1857.44,1692.44,1105.96,1890.52,1473.34
,,,,,,,,,2082.95,,,,
,,,,,,,,,,,,,
,,,,,,,,,1362.32,1112.32,1105.96,781.76,1300.61
,,,,,,,,432,,,,,
,,,,,,,,,,,,,
,,,,,,,,,2744.72,1556.89,1613.96,1908.6,1736.43
,,,,,,,,,,,,,
,,,,,,,,,2711.84,1832.41,2955.79,2253.31,
,,,,,,,,1808,1832.19,,1152.2,2080.99,1815.36
,,,,,,,,,,,,,
,,,,,,,,,1956.86,1717.19,1758.69,,1725.46
,,,,,,,,,1089,195.69,370.74,1198.02,
,,,,,,,,,1727.69,1023.08,,,
,,,,,,,,,1857.44,1445.74,434.07,1717.12,1640.52
,,,,,,,,,,,,,
,,,,,,,,,2082.95,2082.95,592.93,2123.62,2123.62
,,,,,,,,,4228.79,,,,
,,,,,,,,,7284.58,6923.73,,7860.67,6725.37
,,,,,,,,,2529.95,,,,1452.77
,,,,,,,,,2711.84,2383.09,2383.09,2815,
,,,,,,,,,3434.68,2603.54,561.69,3750.77,2835.16
,,,,,,,,,1695.74,1692.44,767.08,1715.54,1805.45
,,,,,,,,,1860.44,1191,1358.92,1115.18,1942.01
,,,,,,,,,3813.2,2933.77,2933.77,,3737.94
,,,,,,,,,,1841.92,1596.77,2689.88,3380.2
,,,,,,,,,,1285.92,,1499.27,
,,,,,,,,,12887.1,,,,
,,,,,,,,,3707.23,3347.23,631.05,3175.33,2420.25
,,,,,,,,,2532.66,2985.65,644.2,2886.8,3278.54
,,,,,,,,,3146.6,1859.2,838.82,3740.28,2100.32
,,,,,,,,,,,,,
,,,,,,,,,1397.06,,,,
,,,,,,,,,2119,3809.4,1965.64,,
,,,,,,,,,1923.2,2321.13,1253.63,1761.89,1058.66
,,,,,,,,,1695.74,,,955.16,
,,,,,,,,,,3104.34,-17.73,,
,,,,,,,,,1865.81,,,,3004.13
,,,,,,,,,,,,,
,,,,,,,,,,1176.52,1267.66,2220.37,1805.45
,,,,,,,,,1718,,,75,
,,,,,,,,,1929.15,,,,
,,,,,,,,,,,,,
,,,,,,580.11,,,,,549.74,,
,,,,,,,,,1587.94,1445.74,993,1185.46,955.16
,,,,,,,,,3575.75,3397.69,3545.17,3731.06,
,,,,,,,,,3842,,,3930,
,,,,,,,,,2119,4009.4,1985.74,,
,,,,,,,,,,,6458.1,,
,,,,,,,,,2019.14,,,,
,,,,,,,,,7400,,,,
,,,,,,5719.31,4267,,-41,,,,
,,,,,,,,,3002.61,2954.13,883.94,3105.65,3061.09
,,,,,,,,,1128.21,2261.06,1262.76,,361.16
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,1892.34,1395.9,-8.75,,
,,,,,,,,,2265.84,1445.74,434.07,1890.52,911.81
,,,,,,,,,1809.55,1887.41,,1514.95,1195.84
,,,,,,,,,2576.78,2692.57,1526.84,2338.53,2284.57
,,,,,,,,,3357.97,2082.95,,2398.62,2633.63
,,,,,,,,,369.3,381.68,,,
,,,,,,,,,,,,2398.62,2123.62
,,,,,,,,,2082.95,2582.96,200,1923.62,
,,,,,,,,,,,,2425.77,
,,,,,,,,,782,1177,,,
,,,,,,,,,,,,1692.19,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,2785,1843.75,1741.94,1976.84,1621.08
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,1900.94,1582.94,,,
,,,,,,,,,1819.88,1819.88,631.05,2025.17,2025.17
,,,,,,,,,1362.32,773.44,767.08,1550.61,
,,,,,,,,,1743.56,536.46,,1359.83,1318.08
,,,,,,,,,3045.27,2205.6,2005.6,3541.04,2607.39
,,,,,,,,,1112.32,1112.32,434.07,,
,,,,,,,,,,,,2627.39,1858.47
,,,,,,,,,3434.04,,,,
,,,,,,,,,1858.27,1655.36,1148.33,1195.84,1843.4
,,,,,,,,,,,,,
,,,,,,,,,3530.74,3562.91,,,
,,,,,,,,,1344,,379,,
,,,,,,,,,2602.03,2703.31,2513.84,,
,,,,,,,,,,,,2832.55,2791.75
,,,,,,,,,1155.65,1744.35,1129.01,1242.02,1218.93
,,,,,,,,,4296.6,4301.98,-763.66,5147,3239.01
,,,,,,,,,,852.92,,,
,,,,,,,,,,,,,
,,,,,,,,,,4544.25,4544.25,2815,
,,,,,,,,,,,,,
,,,,,,,,,996.27,773.44,,955.16,
,,,,,,,,,1322,1360.56,562.55,1649.1,1446.98
,,,,,,,,,1644.82,354.33,,,
,,,,,,,,,813.43,,,,
,,,,,,,,,45.4,1243.41,1234.85,845.58,670.58
,,,,,,,,,2549.78,1131.2,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,1592.44,1112.32,767.08,1890.52,
,,,,,,,,,4954.31,,,,
,,,,,,,,,2383.41,1692.67,81.31,,
,,,,,,,,,,3489.25,,,
,,,,,,,,,2157.95,,,,
,,,,,,,,,1409.33,1681.1,,1779.89,1302.71
,,,,,,,,,5564.83,4489.02,1337.64,2128.25,
,,,,,,,,,,,,,
,,,,,,,,,619.44,619.44,,,
,,,,,,4061.21,,,,,,,
,,,,,,,,,1952,1070.25,785.28,,
,,,,,,,,,,17666.4,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,1362.32,773.44,767.08,1550.61,538.13
,,,,,,,,,1760.67,-8.75,,,
,,,,,,,,,1648,,,,3555.44
,,,,,,,,,2893.15,37.54,1121.21,1996.27,1748.27
,,,,,,,,,,,,,
,,,,,,,,,,2120.99,979.32,3287.72,1885.4
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,13314.26,,,,
,,,,,,,,,1807.74,980.62,403.33,2256.51,1049
